,Admin2,Province_State,Lat,Long_,Confirmed,Deaths,Recovered,County,State,TotalPop,Transit,WorkAtHome
816,East Feliciana,Louisiana,30.84425359,-91.04976723,361,33,0,East Feliciana,Louisiana,19855.0,0.0,2.7
817,Eastland,Texas,32.32743996,-98.83243566,20,0,0,Eastland,Texas,18328.0,0.1,3.1
818,Eaton,Michigan,42.59599185,-84.83740035,358,7,0,Eaton,Michigan,108341.0,0.7,3.1
819,Eau Claire,Wisconsin,44.726614,-91.28609183,346,1,0,Eau Claire,Wisconsin,101281.0,1.1,5.7
820,Echols,Georgia,30.71101099,-82.89687287,199,0,0,Echols,Georgia,4048.0,1.1,3.7
821,Ector,Texas,31.86898877,-102.54294279999999,1370,19,0,Ector,Texas,149557.0,0.5,2.1
822,Eddy,New Mexico,32.47167456,-104.3053527,150,1,0,Eddy,New Mexico,55641.0,0.4,2.7
824,Edgar,Illinois,39.6809186,-87.74759563,23,0,0,Edgar,Illinois,17992.0,0.4,3.0
825,Edgecombe,North Carolina,35.91230639,-77.59436892,402,9,0,Edgecombe,North Carolina,55280.0,0.9,2.7
826,Edgefield,South Carolina,33.77221995,-81.96231108,136,4,0,Edgefield,South Carolina,26466.0,0.9,2.4
827,Edmonson,Kentucky,37.21218923,-86.23955613,81,12,0,Edmonson,Kentucky,12105.0,0.0,1.0
832,Effingham,Georgia,32.36616021,-81.34280942,354,1,0,Effingham,Georgia,54630.0,0.1,3.0
833,Effingham,Illinois,39.05935711,-88.58969584,34,1,0,Effingham,Illinois,34332.0,0.4,3.8
834,El Dorado,California,38.77965956,-120.5233166,350,0,0,El Dorado,California,182093.0,1.7,7.8
835,El Paso,Colorado,38.83240149,-104.5251411,3168,117,0,El Paso,Colorado,655024.0,0.8,5.7
836,El Paso,Texas,31.76980765,-106.23632749999999,9953,152,0,El Paso,Texas,831095.0,1.5,3.2
837,Elbert,Colorado,39.28656773,-104.1358721,65,2,0,Elbert,Colorado,23855.0,0.2,11.7
838,Elbert,Georgia,34.11302332,-82.83936148,191,0,0,Elbert,Georgia,19537.0,0.4,2.2
840,Elk,Pennsylvania,41.42822061,-78.64524744,31,0,0,Elk,Pennsylvania,31370.0,0.7,4.0
841,Elkhart,Indiana,41.59761169,-85.85875695,3720,61,0,Elkhart,Indiana,200685.0,0.4,2.9
842,Elko,Nevada,41.14531606,-115.3577619,264,1,0,Elko,Nevada,51562.0,12.1,3.3
844,Ellis,Kansas,38.91458712,-99.31751551,55,0,0,Ellis,Kansas,28993.0,0.4,2.7
846,Ellis,Texas,32.34894117,-96.79371841,1729,21,0,Ellis,Texas,157058.0,0.4,4.7
847,Ellsworth,Kansas,38.69677695,-98.20462799,14,0,0,Ellsworth,Kansas,6410.0,0.0,4.3
848,Elmore,Alabama,32.59785413,-86.14415284,1101,24,0,Elmore,Alabama,80763.0,0.1,2.2
849,Elmore,Idaho,43.3507101,-115.4701578,105,2,0,Elmore,Idaho,26175.0,0.4,4.3
850,Emanuel,Georgia,32.59221302,-82.30239915,218,3,0,Emanuel,Georgia,22731.0,1.3,1.4
851,Emmet,Iowa,43.37782951,-94.67858943,99,0,0,Emmet,Iowa,9917.0,0.4,5.2
852,Emmet,Michigan,45.52625509,-84.89083249,40,2,0,Emmet,Michigan,33018.0,0.2,5.1
855,Erath,Texas,32.23602653,-98.21773417,288,1,0,Erath,Texas,40039.0,0.4,3.6
856,Erie,New York,42.76249024,-78.73063652,7833,646,0,Erie,New York,921584.0,3.7,2.6
857,Erie,Ohio,41.36796058,-82.62904521,308,22,0,Erie,Ohio,76141.0,0.7,2.3
858,Erie,Pennsylvania,41.99253829,-80.03301954,740,13,0,Erie,Pennsylvania,279858.0,1.7,3.7
859,Escambia,Alabama,31.1256789,-87.15918694,522,8,0,Escambia,Alabama,37935.0,0.4,1.1
860,Escambia,Florida,30.67652764,-87.37284571,4483,54,0,Escambia,Florida,306327.0,0.6,9.2
862,Essex,Massachusetts,42.6687626,-70.94687179,16530,1136,0,Essex,Massachusetts,763849.0,5.8,5.5
863,Essex,New Jersey,40.78681335,-74.24657979,19058,2078,0,Essex,New Jersey,791609.0,20.6,3.1
864,Essex,New York,44.11630765,-73.77297842,51,0,0,Essex,New York,38912.0,0.7,5.3
866,Essex,Virginia,37.93357639,-76.94230311,66,0,0,Essex,Virginia,11151.0,0.2,3.7
868,Etowah,Alabama,34.04567266,-86.04051873,1104,14,0,Etowah,Alabama,103766.0,0.3,3.8
870,Evangeline,Louisiana,30.72985248,-92.39915924,359,1,0,Evangeline,Louisiana,33768.0,0.1,1.9
871,Evans,Georgia,32.15328841,-81.8870105,65,0,0,Evans,Georgia,10814.0,0.3,5.3
872,Fairfax,Virginia,38.83677558,-77.27565836,14574,500,0,Fairfax,Virginia,1128722.0,9.8,5.8
874,Fairfield,Connecticut,41.26809896,-73.3881171,16960,1385,0,Fairfield,Connecticut,939983.0,9.9,5.6
875,Fairfield,Ohio,39.75107189,-82.63088163,751,17,0,Fairfield,Ohio,149112.0,0.3,4.1
876,Fairfield,South Carolina,34.39287073,-81.1195624,382,22,0,Fairfield,South Carolina,23108.0,0.2,3.4
877,Fall River,South Dakota,43.23929297,-103.5275691,13,0,0,Fall River,South Dakota,6906.0,0.3,5.9
879,Falls,Texas,31.25350609,-96.93630086,57,0,0,Falls,Texas,17410.0,1.7,3.2
881,Fannin,Georgia,34.86430205,-84.316964,133,1,0,Fannin,Georgia,23742.0,0.0,5.8
882,Fannin,Texas,33.59564294,-96.10751083,145,8,0,Fannin,Texas,33748.0,0.1,5.2
883,Faribault,Minnesota,43.67381499,-93.94787458,64,0,0,Faribault,Minnesota,14230.0,0.3,7.3
884,Faulk,South Dakota,45.07082625,-99.14535601,24,1,0,Faulk,South Dakota,2359.0,0.0,21.5
885,Faulkner,Arkansas,35.14719007,-92.33717519,810,4,0,Faulkner,Arkansas,119343.0,0.2,3.0
886,Fauquier,Virginia,38.73564842,-77.80647472,497,8,0,Fauquier,Virginia,67463.0,1.4,7.2
887,Fayette,Alabama,33.72076938,-87.73886638,90,2,0,Fayette,Alabama,16896.0,0.0,1.9
888,Fayette,Georgia,33.41357794,-84.49089434,549,19,0,Fayette,Georgia,108655.0,1.1,7.1
889,Fayette,Illinois,39.00072038,-89.02452658,26,3,0,Fayette,Illinois,22136.0,0.8,4.0
890,Fayette,Indiana,39.63684962,-85.17797541,108,7,0,Fayette,Indiana,23773.0,0.3,2.4
891,Fayette,Iowa,42.86271799,-91.8441231,61,0,0,Fayette,Iowa,20589.0,0.3,8.4
892,Fayette,Kentucky,38.0368225,-84.45576892,1940,37,0,Fayette,Kentucky,308306.0,1.9,3.9
893,Fayette,Ohio,39.56021306,-83.4562016,58,0,0,Fayette,Ohio,28769.0,0.5,2.7
894,Fayette,Pennsylvania,39.92041012,-79.64291195,213,4,0,Fayette,Pennsylvania,134851.0,0.5,2.6
895,Fayette,Tennessee,35.19615831,-89.41399032,393,6,0,Fayette,Tennessee,38814.0,0.0,3.6
896,Fayette,Texas,29.87788372,-96.92076062,174,4,0,Fayette,Texas,24849.0,0.2,4.5
897,Fayette,West Virginia,38.02974928,-81.08286634,84,4,0,Fayette,West Virginia,45534.0,0.1,1.6
899,Fentress,Tennessee,36.38128818,-84.92870012,29,0,0,Fentress,Tennessee,17931.0,0.0,2.1
902,Fillmore,Minnesota,43.67394126,-92.08980382,38,0,0,Fillmore,Minnesota,20843.0,2.8,7.1
903,Fillmore,Nebraska,40.52458567,-97.59646937,20,1,0,Fillmore,Nebraska,5697.0,0.0,5.3
904,Finney,Kansas,38.04340344,-100.73819379999999,1605,10,0,Finney,Kansas,37133.0,0.6,2.7
905,Fisher,Texas,32.74281316,-100.40193020000001,14,1,0,Fisher,Texas,3858.0,0.0,2.3
906,Flagler,Florida,29.45933576,-81.31508595,529,5,0,Flagler,Florida,100783.0,0.2,8.1
907,Flathead,Montana,48.29575866,-114.05205690000001,84,2,0,Flathead,Montana,93333.0,0.6,6.1
908,Fleming,Kentucky,38.36758311,-83.69657514,31,0,0,Fleming,Kentucky,14544.0,0.4,4.2
909,Florence,South Carolina,34.02361754,-79.70189312,1728,59,0,Florence,South Carolina,138330.0,0.3,3.7
911,Floyd,Georgia,34.26268279,-85.21577392,755,15,0,Floyd,Georgia,96169.0,0.3,3.8
912,Floyd,Indiana,38.32117957,-85.90385377,425,44,0,Floyd,Indiana,75900.0,1.0,3.1
913,Floyd,Iowa,43.06000529999999,-92.78940097,84,2,0,Floyd,Iowa,16050.0,0.7,5.5
914,Floyd,Kentucky,37.56213922,-82.74750924,44,1,0,Floyd,Kentucky,38649.0,0.1,1.7
915,Floyd,Texas,34.07227468,-101.3031546,53,2,0,Floyd,Texas,6178.0,0.0,5.9
916,Floyd,Virginia,36.9302126,-80.36738849,25,1,0,Floyd,Virginia,15523.0,0.0,7.2
917,Fluvanna,Virginia,37.84157909,-78.27715475,139,8,0,Fluvanna,Virginia,26014.0,0.1,6.4
919,Fond du Lac,Wisconsin,43.75354908,-88.48885325,403,6,0,Fond du Lac,Wisconsin,101920.0,0.3,3.7
920,Ford,Illinois,40.59706922,-88.22350769,42,1,0,Ford,Illinois,13835.0,0.1,4.9
921,Ford,Kansas,37.69200114,-99.88825298,1976,8,0,Ford,Kansas,34714.0,0.4,1.8
923,Forest,Wisconsin,45.66678019,-88.77084892,48,3,0,Forest,Wisconsin,9150.0,0.1,6.5
924,Forrest,Mississippi,31.18961454,-89.25832496,1071,43,0,Forrest,Mississippi,76267.0,0.6,1.5
925,Forsyth,Georgia,34.22604035,-84.12315129999998,1223,15,0,Forsyth,Georgia,196236.0,0.5,9.3
926,Forsyth,North Carolina,36.12859861,-80.25459052,3785,40,0,Forsyth,North Carolina,361684.0,1.2,4.7
927,Fort Bend,Texas,29.52704478,-95.77219463,5015,63,0,Fort Bend,Texas,658331.0,1.7,4.5
929,Fountain,Indiana,40.12361933,-87.24217689,38,2,0,Fountain,Indiana,16888.0,0.4,2.5
930,Franklin,Alabama,34.44235334,-87.84289505,960,16,0,Franklin,Alabama,31634.0,0.2,1.4
931,Franklin,Arkansas,35.51202821,-93.89299569,34,1,0,Franklin,Arkansas,17866.0,1.0,7.1
932,Franklin,Florida,29.83791238,-84.82731662,45,0,0,Franklin,Florida,11628.0,0.7,5.4
933,Franklin,Georgia,34.37525597,-83.23159927,270,1,0,Franklin,Georgia,22110.0,0.0,4.8
934,Franklin,Idaho,42.18332217,-111.81496659999999,33,0,0,Franklin,Idaho,12914.0,0.5,5.4
935,Franklin,Illinois,37.99189086,-88.92567818,50,0,0,Franklin,Illinois,39694.0,0.6,3.0
936,Franklin,Indiana,39.4142482,-85.06062647,128,8,0,Franklin,Indiana,22935.0,0.1,3.9
937,Franklin,Iowa,42.73270384,-93.26256925,117,0,0,Franklin,Iowa,10489.0,0.2,5.4
938,Franklin,Kansas,38.56443815,-95.28644341,94,1,0,Franklin,Kansas,25753.0,0.6,4.3
939,Franklin,Kentucky,38.2379395,-84.87962551,168,4,0,Franklin,Kentucky,49778.0,1.4,2.5
940,Franklin,Louisiana,32.13675181,-91.67589857,575,14,0,Franklin,Louisiana,20550.0,0.2,2.6
941,Franklin,Maine,44.97330019,-70.44381045,41,1,0,Franklin,Maine,30402.0,0.5,5.6
942,Franklin,Massachusetts,42.58119713,-72.58602547,384,57,0,Franklin,Massachusetts,71144.0,1.6,6.0
943,Franklin,Mississippi,31.47786634,-90.89672989,58,2,0,Franklin,Mississippi,7857.0,0.0,0.6
944,Franklin,Missouri,38.41127108,-91.07522826,305,18,0,Franklin,Missouri,101828.0,0.6,2.7
946,Franklin,New York,44.59040891,-74.29926032,36,0,0,Franklin,New York,51280.0,0.7,5.8
947,Franklin,North Carolina,36.081519,-78.28708884,518,22,0,Franklin,North Carolina,62296.0,0.1,4.9
948,Franklin,Ohio,39.96995815,-83.01115755,12574,449,0,Franklin,Ohio,1215761.0,2.6,3.9
949,Franklin,Pennsylvania,39.92956518,-77.72157791,1016,46,0,Franklin,Pennsylvania,152285.0,0.3,3.4
950,Franklin,Tennessee,35.15634626,-86.09201039,124,3,0,Franklin,Tennessee,41138.0,0.0,3.0
951,Franklin,Texas,33.17653242,-95.21917243,61,1,0,Franklin,Texas,10599.0,0.0,5.5
952,Franklin,Vermont,44.85627605,-72.91249563,110,6,0,Franklin,Vermont,48418.0,0.5,4.4
953,Franklin,Virginia,36.99536167,-79.88023649,114,1,0,Franklin,Virginia,56315.0,0.5,5.2
954,Franklin,Washington,46.53351425,-118.9018212,2505,39,0,Franklin,Washington,86443.0,0.7,3.3
956,Frederick,Maryland,39.47296601,-77.39999394,2619,120,0,Frederick,Maryland,241373.0,2.9,6.3
957,Frederick,Virginia,39.20172582,-78.25974949,558,6,0,Frederick,Virginia,81340.0,0.2,4.6
959,Freeborn,Minnesota,43.67385583,-93.34884422,316,0,0,Freeborn,Minnesota,30897.0,0.9,3.3
960,Freestone,Texas,31.70422788,-96.15072516,77,0,0,Freestone,Texas,19586.0,0.3,1.4
961,Fremont,Colorado,38.47362326,-105.4399667,46,0,0,Fremont,Colorado,46809.0,0.4,4.0
962,Fremont,Idaho,44.22800938,-111.48099429999999,12,0,0,Fremont,Idaho,12945.0,0.3,6.4
963,Fremont,Iowa,40.74542720000001,-95.60129045,11,0,0,Fremont,Iowa,7106.0,0.1,4.8
964,Fremont,Wyoming,43.04183996,-108.6296893,397,0,0,Fremont,Wyoming,40755.0,1.0,6.3
965,Fresno,California,36.75733899,-119.6466953,8756,91,0,Fresno,California,956749.0,1.3,4.2
966,Frio,Texas,28.86751206,-99.10804207,336,0,0,Frio,Texas,18168.0,0.2,0.6
968,Fulton,Arkansas,36.38177105,-91.81729127,18,0,0,Fulton,Arkansas,12224.0,0.1,3.7
969,Fulton,Georgia,33.79216944,-84.46319413,11354,327,0,Fulton,Georgia,983903.0,7.0,7.9
970,Fulton,Illinois,40.47289135,-90.20862357,17,0,0,Fulton,Illinois,36323.0,0.3,2.3
971,Fulton,Indiana,41.0469907,-86.26252745,79,1,0,Fulton,Indiana,20527.0,0.3,4.7
972,Fulton,Kentucky,36.55238827,-89.20140068,29,1,0,Fulton,Kentucky,6422.0,0.5,4.6
973,Fulton,New York,43.11363907,-74.41798804,266,24,0,Fulton,New York,54606.0,0.6,3.2
974,Fulton,Ohio,41.60213491,-84.12571393,71,0,0,Fulton,Ohio,42485.0,0.1,2.9
975,Fulton,Pennsylvania,39.92913544,-78.11163677,19,1,0,Fulton,Pennsylvania,14694.0,0.2,4.0
977,Gadsden,Florida,30.57796289,-84.61915825,624,8,0,Gadsden,Florida,46424.0,0.5,1.6
978,Gage,Nebraska,40.26186809,-96.68946704,67,3,0,Gage,Nebraska,21818.0,0.0,5.3
979,Gaines,Texas,32.74055318,-102.6353295,45,0,0,Gaines,Texas,18916.0,0.0,1.5
982,Gallatin,Kentucky,38.75398691,-84.8558382,68,8,0,Gallatin,Kentucky,8567.0,0.1,2.5
983,Gallatin,Montana,45.54486106,-111.1692571,417,1,0,Gallatin,Montana,95323.0,0.6,6.8
984,Gallia,Ohio,38.82708533,-82.31647569,21,1,0,Gallia,Ohio,30565.0,0.1,3.0
985,Galveston,Texas,29.40167322,-94.90469073,6201,54,0,Galveston,Texas,308163.0,1.2,3.4
987,Garfield,Colorado,39.59921777,-107.902708,441,3,0,Garfield,Colorado,57076.0,4.4,6.7
990,Garfield,Oklahoma,36.3791334,-97.78265517,132,2,0,Garfield,Oklahoma,62192.0,0.2,2.8
992,Garland,Arkansas,34.57692074,-93.14921604,347,3,0,Garland,Arkansas,96954.0,0.5,4.9
993,Garrard,Kentucky,37.638866799999995,-84.53289319,40,0,0,Garrard,Kentucky,16976.0,0.4,5.4
994,Garrett,Maryland,39.52786077,-79.27355126,27,0,0,Garrett,Maryland,29813.0,0.5,5.9
995,Garvin,Oklahoma,34.70418038,-97.30811132,133,3,0,Garvin,Oklahoma,27455.0,0.2,3.1
996,Garza,Texas,33.17969345,-101.2984114,22,1,0,Garza,Texas,6410.0,0.0,0.6
997,Gasconade,Missouri,38.43947277,-91.50847147,17,0,0,Gasconade,Missouri,14948.0,0.4,4.6
998,Gaston,North Carolina,35.29373559,-81.17477045,1946,16,0,Gaston,North Carolina,209807.0,0.5,3.0
999,Gates,North Carolina,36.44667547,-76.69749701,30,2,0,Gates,North Carolina,11724.0,0.0,1.2
1000,Geary,Kansas,38.99871131,-96.7577178,86,1,0,Geary,Kansas,36787.0,0.2,3.1
1001,Geauga,Ohio,41.49952319,-81.17935342,436,43,0,Geauga,Ohio,93874.0,0.3,6.2
1002,Gem,Idaho,44.06482372,-116.398376,69,0,0,Gem,Idaho,16731.0,0.5,10.0
1003,Genesee,Michigan,43.02244215,-83.70589709,2931,291,0,Genesee,Michigan,415874.0,1.2,2.9
1004,Genesee,New York,43.0022601,-78.19135193,252,5,0,Genesee,New York,59458.0,0.4,2.9
1005,Geneva,Alabama,31.09389027,-85.83572839,106,0,0,Geneva,Alabama,26815.0,0.0,3.4
1006,Gentry,Missouri,40.21097916,-94.40944419,67,9,0,Gentry,Missouri,6785.0,0.5,4.9
1007,George,Mississippi,30.86259065,-88.64436789,131,3,0,George,Mississippi,23104.0,0.9,1.5
1008,Georgetown,South Carolina,33.43443342,-79.33202141,830,9,0,Georgetown,South Carolina,60572.0,0.6,4.2
1009,Gibson,Indiana,38.30393723,-87.58054938,133,2,0,Gibson,Indiana,33668.0,0.3,2.7
1010,Gibson,Tennessee,35.99438059,-88.93358327,217,1,0,Gibson,Tennessee,49572.0,0.1,2.4
1011,Gila,Arizona,33.80190085,-110.8132779,468,15,0,Gila,Arizona,53165.0,0.4,4.8
1012,Gilchrist,Florida,29.72856978,-82.79880657,156,0,0,Gilchrist,Florida,16992.0,0.6,3.5
1013,Giles,Tennessee,35.20222469,-87.03992678,131,1,0,Giles,Tennessee,28949.0,0.3,2.2
1014,Giles,Virginia,37.31234791,-80.70636931,18,0,0,Giles,Virginia,16907.0,0.1,4.9
1015,Gillespie,Texas,30.31824095,-98.94676915,65,0,0,Gillespie,Texas,25398.0,0.3,5.0
1017,Gilmer,Georgia,34.69316688,-84.45802506,262,2,0,Gilmer,Georgia,28673.0,0.2,4.4
1018,Gilmer,West Virginia,38.9251277,-80.85952723,13,0,0,Gilmer,West Virginia,8644.0,0.1,7.7
1020,Glacier,Montana,48.70513576,-112.9934235,28,0,0,Glacier,Montana,13672.0,0.3,10.1
1021,Glades,Florida,26.95635849,-81.18996211,209,1,0,Glades,Florida,13272.0,0.4,6.1
1022,Gladwin,Michigan,43.98901072,-84.38774817,28,1,0,Gladwin,Michigan,25501.0,0.5,3.3
1023,Glascock,Georgia,33.22879932,-82.61297636,15,0,0,Glascock,Georgia,3087.0,1.0,3.7
1025,Glenn,California,39.59875897,-122.3938452,183,0,0,Glenn,California,28029.0,0.3,5.5
1026,Gloucester,New Jersey,39.71581067,-75.13995546,2788,193,0,Gloucester,New Jersey,290298.0,1.9,2.9
1027,Gloucester,Virginia,37.40809042,-76.53524337,76,1,0,Gloucester,Virginia,37001.0,0.2,3.7
1028,Glynn,Georgia,31.23279254,-81.53811412,1622,10,0,Glynn,Georgia,81743.0,0.3,4.2
1029,Gogebic,Michigan,46.40862701,-89.69377193,16,1,0,Gogebic,Michigan,15824.0,0.7,2.5
1032,Goliad,Texas,28.65696592,-97.42760647,33,0,0,Goliad,Texas,7410.0,0.0,6.0
1033,Gonzales,Texas,29.45634206,-97.49424032,348,4,0,Gonzales,Texas,20172.0,1.6,3.9
1034,Goochland,Virginia,37.71714806,-77.90381514,131,6,0,Goochland,Virginia,21721.0,0.4,5.7
1035,Goodhue,Minnesota,44.40849741,-92.72341949999999,142,8,0,Goodhue,Minnesota,46377.0,1.0,5.1
1036,Gooding,Idaho,42.96927962,-114.81083059999999,87,1,0,Gooding,Idaho,15233.0,0.1,5.7
1037,Gordon,Georgia,34.50487351,-84.87296253,563,18,0,Gordon,Georgia,55889.0,0.5,2.7
1039,Gosper,Nebraska,40.51481965,-99.83020279,13,0,0,Gosper,Nebraska,1976.0,0.0,4.9
1041,Grady,Georgia,30.87454847,-84.23418364,257,4,0,Grady,Georgia,25243.0,0.1,2.5
1042,Grady,Oklahoma,35.0167709,-97.88339847,254,5,0,Grady,Oklahoma,53612.0,0.2,2.7
1043,Grafton,New Hampshire,43.93779815,-71.82057197,94,1,0,Grafton,New Hampshire,89341.0,1.5,4.9
1044,Graham,Arizona,32.93166885,-109.8882178,218,2,0,Graham,Arizona,37407.0,1.2,3.7
1047,Grainger,Tennessee,36.27469206,-83.51254721,59,0,0,Grainger,Tennessee,22736.0,0.3,3.5
1048,Grand,Colorado,40.10603347,-106.1178042,29,1,0,Grand,Colorado,14411.0,2.2,9.4
1049,Grand Forks,North Dakota,47.92093639,-97.45450447,461,4,0,Grand Forks,North Dakota,68979.0,1.0,4.1
1050,Grand Isle,Vermont,44.797582399999996,-73.29679772,13,0,0,Grand Isle,Vermont,6952.0,0.6,7.5
1051,Grand Traverse,Michigan,44.69565625,-85.55585247,99,5,0,Grand Traverse,Michigan,89907.0,0.7,4.1
1053,Grant,Arkansas,34.29017991,-92.42320562,62,0,0,Grant,Arkansas,18054.0,0.1,2.9
1054,Grant,Indiana,40.51587228,-85.65468702,334,26,0,Grant,Indiana,68896.0,0.4,6.1
1055,Grant,Kansas,37.56227336,-101.3079758,66,2,0,Grant,Kansas,7816.0,0.0,5.1
1056,Grant,Kentucky,38.64962758,-84.62415957,70,5,0,Grant,Kentucky,24670.0,0.2,2.4
1057,Grant,Louisiana,31.59882456,-92.56124347,136,2,0,Grant,Louisiana,22362.0,0.8,2.6
1058,Grant,Minnesota,45.93424769,-96.01139609,31,0,0,Grant,Minnesota,5961.0,0.6,6.1
1060,Grant,New Mexico,32.73911281,-108.3827845,41,0,0,Grant,New Mexico,29119.0,0.4,5.8
1064,Grant,South Dakota,45.1723937,-96.77002276,18,0,0,Grant,South Dakota,7227.0,0.0,6.0
1065,Grant,Washington,47.20753737,-119.4500749,866,8,0,Grant,Washington,92070.0,2.4,5.5
1066,Grant,West Virginia,39.10314817,-79.19440518,21,0,0,Grant,West Virginia,11815.0,0.3,3.8
1067,Grant,Wisconsin,42.8671731,-90.7063218,218,13,0,Grant,Wisconsin,51489.0,0.3,5.4
1068,Granville,North Carolina,36.30337451,-78.65184241,975,25,0,Granville,North Carolina,58109.0,0.0,4.0
1069,Gratiot,Michigan,43.29265605,-84.60505416,107,14,0,Gratiot,Michigan,41878.0,0.1,5.6
1070,Graves,Kentucky,36.72292505,-88.65143315,328,21,0,Graves,Kentucky,37502.0,0.4,4.9
1071,Gray,Kansas,37.73836671,-100.4369088,41,0,0,Gray,Kansas,6065.0,0.0,5.4
1072,Gray,Texas,35.40081878,-100.8129222,133,4,0,Gray,Texas,22983.0,0.0,0.7
1073,Grays Harbor,Washington,47.14003705,-123.7820567,52,0,0,Grays Harbor,Washington,71419.0,1.5,3.9
1074,Grayson,Kentucky,37.46231118,-86.34248968,150,11,0,Grayson,Kentucky,26001.0,0.1,3.2
1075,Grayson,Texas,33.62744998,-96.67753461,754,7,0,Grayson,Texas,122780.0,0.4,5.6
1076,Grayson,Virginia,36.65677234,-81.23215889,93,4,0,Grayson,Virginia,15573.0,1.1,1.9
1079,Green,Kentucky,37.26484328,-85.5540745,13,1,0,Green,Kentucky,11149.0,0.2,4.5
1080,Green,Wisconsin,42.6794956,-89.60243287,110,1,0,Green,Wisconsin,37044.0,0.0,5.7
1081,Green Lake,Wisconsin,43.80025981,-89.04679553,43,0,0,Green Lake,Wisconsin,18966.0,0.4,5.5
1082,Greenbrier,West Virginia,37.9463652,-80.45335881,71,3,0,Greenbrier,West Virginia,35666.0,0.4,3.1
1083,Greene,Alabama,32.85504247,-87.95684022,201,9,0,Greene,Alabama,8697.0,0.8,2.3
1084,Greene,Arkansas,36.11735460000001,-90.55832668,154,0,0,Greene,Arkansas,43382.0,0.1,2.4
1085,Greene,Georgia,33.5769205,-83.17139104,123,10,0,Greene,Georgia,16331.0,0.2,6.3
1086,Greene,Illinois,39.35907414,-90.388865,11,0,0,Greene,Illinois,13502.0,0.2,5.3
1087,Greene,Indiana,39.03630547,-86.96223202,200,32,0,Greene,Indiana,32815.0,0.3,1.3
1088,Greene,Iowa,42.03614551,-94.39658081,31,0,0,Greene,Iowa,9174.0,0.0,7.8
1089,Greene,Mississippi,31.21444233,-88.63922281,118,10,0,Greene,Mississippi,14129.0,0.0,3.3
1090,Greene,Missouri,37.2575872,-93.34230916,492,9,0,Greene,Missouri,283206.0,0.7,3.6
1091,Greene,New York,42.275797,-74.12384884,267,18,0,Greene,New York,48312.0,0.9,4.5
1092,Greene,North Carolina,35.48544173,-77.67578087,237,3,0,Greene,North Carolina,21328.0,0.4,1.5
1093,Greene,Ohio,39.69116283,-83.89032084,380,9,0,Greene,Ohio,164192.0,0.4,4.3
1094,Greene,Pennsylvania,39.85746531,-80.22357106,72,0,0,Greene,Pennsylvania,37938.0,0.1,2.1
1095,Greene,Tennessee,36.17470125,-82.84691273,163,2,0,Greene,Tennessee,68576.0,0.2,2.2
1096,Greene,Virginia,38.29545894,-78.46525378,87,2,0,Greene,Virginia,18938.0,0.5,2.9
1097,Greenlee,Arizona,33.21498827,-109.2405279,33,1,0,Greenlee,Arizona,9023.0,0.0,3.0
1098,Greensville,Virginia,36.67878901,-77.56351439,382,9,0,Greensville,Virginia,11760.0,1.2,1.4
1099,Greenup,Kentucky,38.54332505,-82.9215658,45,0,0,Greenup,Kentucky,36477.0,0.4,1.6
1100,Greenville,South Carolina,34.89502264,-82.37295012,7464,106,0,Greenville,South Carolina,474903.0,0.4,4.1
1101,Greenwood,Kansas,37.8774388,-96.23250453,11,0,0,Greenwood,Kansas,6393.0,0.3,4.7
1102,Greenwood,South Carolina,34.15272415,-82.12715789,845,7,0,Greenwood,South Carolina,69771.0,0.4,2.9
1103,Greer,Oklahoma,34.93535801,-99.56056120000001,69,7,0,Greer,Oklahoma,6117.0,0.0,4.8
1104,Gregg,Texas,32.47940482,-94.81591935,837,15,0,Gregg,Texas,123178.0,0.4,2.1
1106,Grenada,Mississippi,33.77036166,-89.80245083,634,12,0,Grenada,Mississippi,21591.0,1.5,0.8
1108,Grimes,Texas,30.54579585,-95.98902499,658,2,0,Grimes,Texas,26961.0,0.0,2.9
1109,Grundy,Illinois,41.28569601,-88.41905692,196,5,0,Grundy,Illinois,50277.0,0.8,3.2
1110,Grundy,Iowa,42.40183723,-92.78829551,48,0,0,Grundy,Iowa,12407.0,0.1,5.5
1111,Grundy,Missouri,40.11406587,-93.56509276,22,1,0,Grundy,Missouri,10256.0,0.7,3.5
1112,Grundy,Tennessee,35.38433717,-85.72142731,67,2,0,Grundy,Tennessee,13524.0,0.0,5.6
1113,Guadalupe,New Mexico,34.86319296,-104.790669,20,0,0,Guadalupe,New Mexico,4526.0,0.0,2.6
1114,Guadalupe,Texas,29.58165339,-97.94786822,1044,3,0,Guadalupe,Texas,143460.0,0.2,3.7
1115,Guernsey,Ohio,40.05026529,-81.49248905,83,4,0,Guernsey,Ohio,39626.0,0.4,3.4
1116,Guilford,North Carolina,36.07959451,-79.78824948,3760,128,0,Guilford,North Carolina,506763.0,1.3,5.0
1117,Gulf,Florida,29.93543004,-85.24270990000002,101,0,0,Gulf,Florida,15785.0,0.0,4.2
1118,Gunnison,Colorado,38.66611652,-107.0320729,193,6,0,Gunnison,Colorado,15651.0,2.1,4.7
1119,Guthrie,Iowa,41.68378965,-94.50111014,82,4,0,Guthrie,Iowa,10740.0,0.1,6.5
1120,Gwinnett,Georgia,33.96044201,-84.02137802,11882,187,0,Gwinnett,Georgia,859234.0,1.1,5.4
